age,income,tenure,education,marital_status,segment,credit_limit,balance,utilization,transactions_3m,avg_spend,digital_usage,web_visits_30d,preferred_channel,last_contact_days,last_contact_channel,prev_response,offers_received_6m,delinq_12m,complaints_12m,risk_segment,city,campaign_type,target
39,8000.0,10,Tecnico,Casado,Masivo,11109.14,2703.02,0.243,37,76.82,0.97,9.0,App,65,SMS,0,3,0,0,Medio,Piura,Millas,1
57,21067.32,3,Universitario,Casado,Preferente,17140.14,14394.55,0.84,20,528.36,0.776,,App,174,SMS,0,3,0,0,Medio,Lima,Cero Interés,1
29,23528.32,15,Universitario,Viudo,Preferente,11427.19,854.51,0.075,62,44.7,0.358,11.0,Call,61,Email,0,3,0,0,Bajo,Cusco,Millas,0
57,25980.68,23,Universitario,Divorciado,Preferente,25075.58,15125.6,0.603,48,10.0,0.191,14.0,Call,94,App,0,1,1,0,Bajo,Lima,Cero Interés,0
52,23755.92,18,Secundaria,Casado,Masivo,15842.3,13803.47,0.871,39,356.01,0.64,4.0,Web,267,App,0,1,0,0,Bajo,Lima,Millas,0
37,39591.05,6,Secundaria,Casado,Masivo,16803.22,13930.27,0.829,60,199.67,0.963,5.0,Call,288,Call,0,3,0,0,Bajo,Lima,Cashback,0
23,29689.06,20,Secundaria,Soltero,Premium,9202.27,4801.98,0.522,53,298.42,0.5,5.0,Web,111,SMS,0,2,0,0,Bajo,Chiclayo,Cashback,1
59,68865.74,21,Universitario,Casado,Masivo,12075.95,2159.12,0.179,57,247.4,0.505,10.0,App,218,SMS,0,1,1,0,Alto,Lima,Millas,0
65,84992.95,8,Universitario,Soltero,Masivo,6911.09,952.89,0.138,49,201.64,0.351,12.0,Web,54,SMS,0,2,1,0,Bajo,Lima,Upgrade,0
60,8000.0,13,Postgrado,Soltero,Masivo,24919.98,17210.46,0.691,65,235.73,0.599,11.0,Call,71,App,0,0,0,1,Medio,Lima,Cashback,0
43,8000.0,21,Universitario,Divorciado,Preferente,11406.99,1851.15,0.162,15,295.99,0.974,3.0,Call,204,SMS,0,1,0,0,Bajo,Lima,Cashback,0
56,17967.22,4,Secundaria,Casado,Preferente,16117.94,1671.78,0.104,49,384.07,0.451,17.0,App,143,SMS,0,2,0,0,Medio,Trujillo,Millas,0
43,23204.84,9,Tecnico,Soltero,Preferente,4157.22,1884.56,0.453,68,156.78,0.091,3.0,App,49,Call,0,5,3,0,Bajo,Cusco,Cashback,0
40,17362.32,11,Secundaria,Casado,Masivo,6376.58,1380.36,0.216,34,304.03,0.508,9.0,Sucursal,316,App,0,1,1,1,Medio,Lima,Upgrade,0
38,25636.96,1,Postgrado,Soltero,Preferente,13247.57,10284.78,0.776,29,191.77,0.758,7.0,Sucursal,27,Email,0,2,3,0,Bajo,Piura,Cashback,1
32,15754.46,5,Tecnico,Casado,Premium,12820.67,6894.31,0.538,33,203.62,0.919,2.0,App,313,Email,0,3,0,0,Bajo,Trujillo,Cashback,0
73,12746.66,15,Secundaria,Soltero,Preferente,16713.16,13698.27,0.82,40,142.1,0.721,9.0,Sucursal,291,SMS,0,1,0,0,Alto,Arequipa,Cero Interés,0
56,13746.71,7,Universitario,Casado,Masivo,29077.79,11646.01,0.401,59,212.46,0.83,8.0,Call,324,Email,0,1,0,0,Bajo,Trujillo,Millas,0
30,16316.23,6,Universitario,Casado,Premium,1000.0,879.73,0.88,40,100.21,0.463,11.0,Sucursal,91,App,0,2,0,0,Alto,Chiclayo,Millas,0
67,27494.91,8,Universitario,Casado,Premium,21849.19,20309.44,0.93,60,110.96,0.095,7.0,App,266,App,0,1,0,0,Bajo,Lima,Upgrade,0
29,14138.12,3,Secundaria,Soltero,Preferente,18487.39,10113.86,0.547,48,138.12,0.055,9.0,Sucursal,259,Email,0,3,0,0,Bajo,Trujillo,Millas,0
53,15607.64,16,Universitario,Casado,Masivo,10673.19,2330.65,0.218,56,10.0,0.179,17.0,App,93,Email,0,1,0,1,Alto,Arequipa,Upgrade,1
29,23983.19,7,Secundaria,Casado,Premium,11964.5,1173.98,0.098,40,133.58,0.419,7.0,App,156,Email,0,1,0,0,Medio,Cusco,Cero Interés,1
40,16327.43,16,Universitario,Soltero,Preferente,22840.5,20018.4,0.876,35,187.11,0.842,0.0,Sucursal,115,SMS,0,1,0,1,Bajo,Piura,Upgrade,0
56,31519.3,20,Universitario,Soltero,Masivo,14563.98,7401.35,0.508,16,290.3,0.495,12.0,Call,206,App,1,4,1,0,Bajo,Trujillo,Cashback,1
74,11387.22,12,Secundaria,Casado,Premium,12746.31,2952.48,0.232,0,79.85,0.35,12.0,Web,322,Email,0,1,0,0,Bajo,Lima,Millas,0
74,10217.1,22,Tecnico,Soltero,Preferente,7659.44,2966.15,0.387,32,242.2,0.401,0.0,Call,147,Email,0,4,0,0,Alto,Lima,Cashback,1
69,21000.77,5,Secundaria,Soltero,Preferente,9147.45,8120.93,0.888,0,291.58,0.965,1.0,,92,Email,0,3,0,0,Medio,Lima,Cashback,1
33,22073.75,24,Tecnico,Casado,Masivo,6485.8,5933.05,0.915,38,213.92,0.437,5.0,App,147,Call,0,4,0,0,Bajo,Lima,Cashback,0
26,11702.06,8,Universitario,Casado,Masivo,21191.51,4992.35,0.236,51,268.59,0.685,3.0,App,83,Email,0,2,1,1,Bajo,Lima,Upgrade,1
69,35305.63,8,Tecnico,Casado,Masivo,9510.68,4800.84,0.505,40,271.5,0.961,6.0,Web,140,App,1,0,1,1,Bajo,Lima,Upgrade,1
70,47215.07,24,Secundaria,Divorciado,Masivo,6641.68,5150.85,0.776,0,201.89,0.666,6.0,App,324,App,0,1,0,0,Bajo,Arequipa,Upgrade,0
36,13174.95,11,Universitario,Casado,Masivo,16222.77,11357.5,0.7,32,165.29,0.552,7.0,Call,335,SMS,0,4,0,0,Bajo,Arequipa,Millas,0
22,37935.79,18,Universitario,Soltero,Preferente,9286.41,5943.54,0.64,49,265.44,0.516,,App,105,Call,0,4,0,0,Medio,Arequipa,Cero Interés,0
55,8000.0,20,Universitario,Soltero,Masivo,25827.15,20550.93,0.796,62,114.72,0.655,18.0,Web,109,Email,0,2,0,0,Medio,Chiclayo,Cashback,0
25,30885.93,11,Universitario,Soltero,Masivo,15287.7,11974.81,0.783,49,10.0,0.56,1.0,Sucursal,237,SMS,0,3,0,0,Bajo,Lima,Millas,0
23,11744.25,8,Tecnico,Casado,Masivo,16435.43,9768.84,0.594,39,157.24,0.676,8.0,Call,229,Call,0,1,0,0,Medio,Arequipa,Millas,0
71,29379.03,12,Tecnico,Casado,Preferente,16454.69,8095.5,0.492,48,176.21,0.593,13.0,Web,43,App,0,2,0,0,Bajo,Arequipa,Upgrade,1
47,11151.86,10,Universitario,Viudo,Preferente,18996.46,14944.97,0.787,72,262.06,0.975,14.0,Sucursal,116,Email,0,2,0,0,Medio,Piura,Cashback,0
27,17426.66,10,Universitario,Casado,Masivo,19972.84,14727.14,0.737,40,256.66,0.857,0.0,Web,110,App,1,1,0,0,Bajo,Chiclayo,Upgrade,0
56,12027.39,6,Tecnico,Soltero,Masivo,15205.13,3443.05,0.226,12,166.64,0.095,8.0,Web,141,Call,0,3,0,0,Alto,Arequipa,Upgrade,0
40,16204.75,22,Postgrado,Casado,Masivo,7888.47,3977.96,0.504,31,254.08,0.828,12.0,Sucursal,256,App,0,1,1,0,Alto,Arequipa,Upgrade,0
49,45024.5,14,Universitario,Soltero,Preferente,13924.43,8114.42,0.583,26,352.19,0.179,3.0,App,192,SMS,1,1,0,0,Bajo,Lima,Upgrade,1
69,17086.28,20,Tecnico,Soltero,Preferente,15415.32,14167.12,0.919,18,221.85,0.271,4.0,Web,319,SMS,1,3,0,0,Bajo,Lima,Cero Interés,1
33,51800.28,16,Universitario,Soltero,Preferente,3574.97,1716.53,0.48,26,132.31,0.203,12.0,Sucursal,113,App,1,3,0,0,Bajo,Cusco,Cashback,0
55,14869.89,9,Secundaria,Soltero,Preferente,1000.0,296.14,0.296,89,195.13,0.392,5.0,Sucursal,6,Call,0,4,0,0,Bajo,Lima,Millas,0
65,38020.56,8,Postgrado,Soltero,Preferente,6511.12,1447.95,0.222,21,329.33,0.352,11.0,App,270,Email,0,3,0,0,Medio,Arequipa,Millas,0
43,8000.0,24,Tecnico,Casado,Masivo,1343.36,1193.73,0.889,30,70.74,0.902,16.0,Call,89,Email,0,3,0,1,Medio,Lima,Upgrade,1
73,15626.84,1,Universitario,Casado,Masivo,11594.75,6314.18,0.545,89,322.75,0.546,9.0,Web,283,Email,0,3,0,1,Medio,Lima,Cashback,0
45,13793.39,8,Universitario,Casado,Masivo,9589.81,2649.43,0.276,49,176.94,0.322,6.0,Call,347,Email,0,2,0,0,Medio,Lima,Cashback,1
45,38904.02,18,Secundaria,Soltero,Masivo,15620.6,6707.9,0.429,45,373.7,0.578,11.0,App,345,Call,1,1,3,0,Bajo,Trujillo,Millas,0
68,19783.91,14,Universitario,Casado,Masivo,19964.62,1530.61,0.077,49,275.62,0.533,10.0,App,183,SMS,1,3,0,1,Medio,Arequipa,Cashback,0
55,8000.0,15,Tecnico,Casado,Masivo,17025.45,906.69,0.053,42,314.54,0.974,5.0,App,300,SMS,1,5,0,0,Bajo,Piura,Cero Interés,1
67,9366.88,1,Tecnico,Viudo,Masivo,18041.13,6467.67,0.358,30,351.76,0.202,8.0,Web,268,Email,0,3,0,0,Alto,Lima,Cashback,1
63,,6,Secundaria,Casado,Masivo,21621.62,14850.6,0.687,45,372.92,0.764,11.0,Sucursal,26,Call,0,6,0,0,Bajo,Arequipa,Cero Interés,1
59,28768.18,15,Universitario,Casado,Preferente,12717.18,9024.35,0.71,49,343.39,0.058,9.0,Call,322,Call,0,4,0,1,Medio,Cusco,Cero Interés,0
34,26970.63,8,Universitario,Casado,Masivo,1000.0,54.4,0.054,8,129.37,0.379,3.0,App,216,App,0,3,0,0,Bajo,Lima,Cashback,1
42,15518.69,12,Secundaria,Casado,Masivo,2789.08,1854.67,0.665,31,331.61,0.425,12.0,App,22,SMS,0,2,0,0,Bajo,Piura,Cashback,0
67,13708.14,23,Universitario,Soltero,Masivo,18488.75,13549.6,0.733,8,80.51,0.938,6.0,Sucursal,230,App,0,4,0,0,Medio,Lima,Millas,0
54,25801.66,16,Universitario,Soltero,Masivo,16373.25,4231.87,0.258,23,99.78,0.111,6.0,Call,101,Email,0,3,0,0,Medio,Lima,Upgrade,0
36,10252.11,16,Secundaria,Divorciado,Premium,19865.98,3730.1,0.188,48,231.72,0.472,0.0,Web,23,Email,0,3,0,0,Medio,Lima,Upgrade,1
38,22670.83,5,Postgrado,Divorciado,Masivo,34897.43,23922.59,0.686,31,391.63,0.276,14.0,App,261,Email,0,4,0,1,Medio,Arequipa,Cashback,0
62,21725.87,15,Secundaria,Casado,Preferente,16535.79,9273.85,0.561,34,229.01,0.002,10.0,App,153,App,0,0,0,0,Bajo,Lima,Cashback,0
30,15720.25,24,Universitario,Casado,Premium,14331.47,5834.08,0.407,0,146.6,0.089,6.0,Web,12,Email,0,3,0,0,Medio,Lima,Millas,0
27,22000.91,16,Universitario,Soltero,Preferente,17422.77,9945.07,0.571,14,316.65,0.394,11.0,Call,284,App,0,2,0,0,Medio,Lima,Cashback,0
62,18978.22,19,Postgrado,Casado,Masivo,6668.53,5196.55,0.779,18,186.58,0.777,13.0,Call,174,Call,0,5,0,0,Medio,Trujillo,Cero Interés,0
36,23125.93,23,Tecnico,Casado,Masivo,20284.25,2714.04,0.134,8,297.31,0.965,12.0,Web,193,Call,1,2,1,0,Medio,Lima,Cero Interés,0
62,9255.27,22,Tecnico,Soltero,Masivo,13800.59,7054.6,0.511,42,258.34,0.494,6.0,Sucursal,52,Call,0,1,1,0,Medio,Arequipa,Cashback,0
49,24520.16,9,Universitario,Casado,Preferente,26779.33,8005.77,0.299,40,127.64,1.0,3.0,App,270,Email,1,2,0,0,Medio,Lima,Millas,1
74,30130.72,8,Universitario,Casado,Premium,3796.3,1162.29,0.306,54,379.2,0.043,5.0,App,272,SMS,0,4,0,0,Alto,Arequipa,Cashback,0
49,21172.87,7,Universitario,Divorciado,Preferente,15031.79,11212.68,0.746,62,45.29,0.025,9.0,App,119,SMS,0,2,0,0,Medio,Chiclayo,Cashback,1
67,24357.81,19,Universitario,Casado,Masivo,10606.95,6730.88,0.635,64,135.46,0.379,1.0,App,351,App,0,0,0,1,Bajo,Arequipa,Cashback,0
66,17069.36,10,Universitario,Soltero,Masivo,7534.72,6395.97,0.849,46,320.12,0.329,17.0,Web,176,Email,0,3,0,0,Bajo,Lima,Millas,0
32,28160.24,20,Secundaria,Soltero,Masivo,19358.62,7348.32,0.38,43,587.57,0.299,9.0,Web,25,Email,0,3,0,0,Bajo,Arequipa,Cashback,1
74,18631.77,20,Secundaria,Soltero,Premium,12777.21,6447.93,0.505,45,31.19,0.881,13.0,App,351,App,0,3,0,0,Medio,Cusco,Cashback,1
61,10158.13,16,Secundaria,Soltero,Masivo,24313.76,4371.2,0.18,21,228.24,0.558,3.0,App,204,Email,0,3,0,0,Bajo,Piura,Cero Interés,0
26,27176.5,3,Secundaria,Casado,Masivo,11283.85,9224.38,0.817,44,10.0,0.376,8.0,App,185,SMS,0,4,0,0,Medio,Lima,Cashback,0
21,8000.0,18,Universitario,Casado,Masivo,12251.86,7433.65,0.607,30,225.84,0.025,5.0,Web,60,Call,0,5,2,0,Bajo,Lima,Millas,0
35,20772.6,5,Tecnico,Soltero,Masivo,29102.5,25303.57,0.869,17,165.09,0.026,0.0,Call,62,App,0,3,0,0,Medio,Piura,Upgrade,0
21,14881.72,14,Tecnico,Viudo,Masivo,5543.83,3431.28,0.619,7,248.04,0.125,11.0,App,273,Call,0,1,0,0,Bajo,Lima,Millas,0
40,14413.74,6,Secundaria,Casado,Masivo,9514.57,1623.92,0.171,0,413.08,0.252,14.0,Call,257,Call,0,1,0,0,Medio,Lima,Cero Interés,0
74,19653.18,2,Universitario,Soltero,Masivo,1000.0,556.99,0.557,35,347.34,0.033,19.0,App,281,Email,0,2,0,2,Medio,Lima,Cero Interés,1
46,12649.28,16,Secundaria,Casado,Masivo,11871.96,10738.71,0.905,27,201.41,0.184,9.0,Web,356,App,0,2,0,0,Bajo,Arequipa,Millas,1
22,23297.54,11,Secundaria,Soltero,Masivo,19835.4,3986.95,0.201,26,328.72,0.051,5.0,App,345,Email,0,5,0,0,Medio,Arequipa,Millas,0
47,18553.21,16,Universitario,Casado,Masivo,17868.53,6171.19,0.345,19,253.41,0.888,12.0,App,246,Email,0,2,0,0,Medio,Piura,Millas,1
32,13244.7,12,Secundaria,Casado,Preferente,16009.53,10104.53,0.631,29,119.99,0.559,4.0,Call,64,SMS,0,2,0,0,Bajo,Piura,Cero Interés,0
67,35210.15,9,Universitario,Soltero,Preferente,8866.02,4988.11,0.563,20,238.14,0.417,5.0,Web,80,App,0,1,0,1,Medio,Cusco,Millas,1
25,19978.09,1,Tecnico,Casado,Preferente,13667.23,2935.18,0.215,41,301.72,0.349,7.0,Web,47,Email,0,3,0,1,Bajo,Lima,Cashback,1
62,24720.8,7,Universitario,Divorciado,Masivo,12217.09,2380.63,0.195,53,690.89,0.881,3.0,Web,172,App,0,1,0,0,Medio,Lima,Cashback,1
45,36617.97,22,Secundaria,Casado,Preferente,14961.67,2727.08,0.182,31,403.74,0.351,3.0,App,187,App,0,1,1,0,Bajo,Trujillo,Cashback,0
22,36318.74,19,Tecnico,Casado,Masivo,16219.42,8630.56,0.532,59,332.24,0.407,15.0,Web,22,Email,1,2,0,1,Bajo,Lima,Cero Interés,0
57,24098.21,12,Tecnico,Casado,Masivo,12544.46,10925.56,0.871,26,31.81,0.076,3.0,Web,209,Email,0,3,0,0,Medio,Cusco,Millas,1
45,15501.17,1,Universitario,Casado,Preferente,15166.75,7606.67,0.502,5,269.57,0.849,,App,13,Call,1,5,0,0,Bajo,Arequipa,Cashback,1
62,8823.27,24,Universitario,Casado,Masivo,14315.38,5995.63,0.419,64,418.79,0.298,3.0,Sucursal,345,App,0,2,0,0,Bajo,Lima,Millas,0
54,19997.16,18,Secundaria,Soltero,Masivo,10275.19,2449.74,0.238,3,313.35,0.667,7.0,App,12,Email,0,2,0,0,Medio,Arequipa,Cashback,1
63,31172.52,1,Universitario,Soltero,Masivo,15556.6,13182.08,0.847,29,386.0,0.089,9.0,Sucursal,174,Call,0,3,0,0,Medio,Cusco,Upgrade,0
45,21529.03,6,Secundaria,Casado,Preferente,6060.28,5684.45,0.938,54,309.51,0.318,8.0,Sucursal,75,Call,0,0,1,0,Medio,Trujillo,Millas,0
21,8000.0,5,Universitario,Viudo,Preferente,16269.59,11213.41,0.689,62,371.79,0.142,3.0,Sucursal,362,Email,0,4,0,0,Bajo,Lima,Cashback,0
28,27862.34,22,Postgrado,Casado,Masivo,7224.64,3713.72,0.514,37,42.59,0.75,12.0,Sucursal,115,SMS,1,2,0,0,Bajo,Trujillo,Cashback,1
45,28731.51,23,Secundaria,Divorciado,Masivo,14821.33,12923.75,0.872,29,446.53,0.73,8.0,Call,131,App,0,3,0,0,Bajo,Lima,Cero Interés,1
42,15512.31,10,Secundaria,Casado,Masivo,18257.96,9541.34,0.523,77,346.43,0.729,0.0,App,269,SMS,0,3,0,0,Medio,Chiclayo,Cero Interés,0
63,29560.1,5,Universitario,Soltero,Masivo,8518.69,3074.01,0.361,56,390.85,0.218,12.0,Web,216,Call,0,5,0,0,Bajo,Trujillo,Cashback,0
43,24685.78,16,Universitario,Divorciado,Masivo,22229.9,4852.32,0.218,59,265.57,0.604,8.0,Sucursal,117,Email,0,0,1,0,Medio,Piura,Upgrade,0
67,12800.59,7,Universitario,Casado,Masivo,27517.81,4785.16,0.174,48,313.95,0.097,7.0,App,107,App,1,0,0,0,Bajo,Trujillo,Millas,0
31,34052.22,3,Tecnico,Casado,Preferente,10449.69,4745.26,0.454,50,337.65,0.177,9.0,App,101,Email,1,0,0,0,Alto,Lima,Millas,0
41,9568.79,7,Universitario,Casado,Premium,13986.78,5601.03,0.4,44,228.81,0.964,0.0,App,86,App,0,2,0,0,Bajo,Arequipa,Cero Interés,0
61,17524.89,7,Tecnico,Soltero,Masivo,23483.49,5550.99,0.236,37,154.35,0.509,3.0,Sucursal,82,App,0,2,0,0,Bajo,Lima,Millas,0
27,16672.22,2,Postgrado,Casado,Masivo,2413.23,1224.94,0.508,6,116.29,0.646,8.0,Web,228,Email,1,1,1,0,Medio,Lima,Cero Interés,1
38,11935.6,17,Universitario,Soltero,Preferente,15233.72,10752.68,0.706,15,234.31,0.075,3.0,Sucursal,283,Email,1,4,0,1,Medio,Piura,Cero Interés,0
61,20992.01,9,Universitario,Casado,Masivo,12885.63,7786.09,0.604,52,145.73,0.203,11.0,Web,265,Email,0,1,0,0,Medio,Lima,Cashback,0
52,,14,Universitario,Casado,Masivo,21303.24,15889.37,0.746,61,162.88,0.914,1.0,Web,288,SMS,0,1,0,1,Medio,Lima,Cashback,1
63,33653.45,14,Postgrado,Soltero,Masivo,13284.08,10338.61,0.778,43,426.33,0.071,7.0,App,133,Email,0,3,0,0,Bajo,Lima,Millas,0
48,25895.7,19,Secundaria,Soltero,Masivo,18163.77,3129.71,0.172,20,444.6,0.533,14.0,App,79,App,0,2,0,0,Medio,Lima,Cero Interés,1
67,8000.0,19,Postgrado,Soltero,Masivo,9237.85,8708.89,0.943,43,207.5,0.831,3.0,App,43,Email,0,1,0,0,Medio,Lima,Cero Interés,0
68,9246.72,14,Secundaria,Casado,Masivo,21661.14,4272.53,0.197,46,406.1,0.88,8.0,App,306,App,0,3,0,0,Bajo,Trujillo,Cashback,0
73,19596.07,21,Tecnico,Soltero,Preferente,7148.8,5109.82,0.715,5,227.32,0.267,3.0,App,184,Call,1,1,0,0,Bajo,Lima,Cashback,1
27,17727.68,14,Tecnico,Casado,Masivo,21095.72,11860.75,0.562,67,204.72,0.079,0.0,App,73,Email,0,1,1,0,Bajo,Piura,Cashback,0
52,14058.19,1,Secundaria,Casado,Preferente,15533.36,8023.44,0.517,55,294.23,0.255,11.0,Web,138,Email,0,3,0,0,Medio,Lima,Upgrade,0
27,46754.3,21,Tecnico,Soltero,Masivo,1000.0,861.64,0.862,20,160.39,0.59,7.0,Call,235,SMS,0,4,0,0,Alto,Lima,Cashback,0
33,19013.99,19,Universitario,Casado,Masivo,15441.27,11744.51,0.761,38,209.56,0.625,8.0,App,129,App,0,2,1,0,Bajo,Lima,Cashback,0
37,23652.08,11,Secundaria,Casado,Masivo,19248.71,1949.46,0.101,33,410.94,0.65,9.0,Web,115,SMS,0,1,1,0,Bajo,Lima,Millas,1
55,29553.19,10,Tecnico,Casado,Preferente,6394.5,3930.65,0.615,63,289.76,0.329,3.0,App,307,Email,0,0,1,0,Bajo,Lima,Millas,0
44,18536.17,22,Tecnico,Soltero,Masivo,9071.0,4492.24,0.495,29,295.55,0.507,1.0,Web,67,SMS,0,5,0,0,Medio,Trujillo,Cashback,1
67,65876.11,11,Universitario,Casado,Masivo,15621.79,6594.71,0.422,18,222.64,0.312,8.0,,184,App,0,3,1,0,Bajo,Lima,Cero Interés,1
37,11269.03,9,Universitario,Casado,Masivo,11419.14,917.84,0.08,37,211.78,0.891,15.0,Call,80,Email,1,2,0,0,Bajo,Piura,Millas,1
54,13319.23,18,Universitario,Casado,Premium,17307.07,14542.86,0.84,21,263.68,0.014,9.0,Web,264,Email,0,0,0,0,Medio,Chiclayo,Upgrade,1
62,11255.22,8,Universitario,Soltero,Premium,13535.25,4661.59,0.344,57,343.08,0.326,0.0,App,363,App,0,0,0,0,Bajo,Lima,Millas,1
73,39392.44,10,Universitario,Casado,Preferente,5762.11,5469.65,0.949,38,291.08,0.76,22.0,Sucursal,96,App,0,2,0,0,Bajo,Lima,Upgrade,0
34,26931.26,19,Secundaria,Divorciado,Masivo,31298.65,24523.26,0.784,18,322.92,0.999,1.0,App,17,Email,0,2,0,0,Medio,Cusco,Upgrade,0
60,13738.04,6,Universitario,Casado,Masivo,12621.1,9750.6,0.773,26,33.65,0.37,0.0,Web,75,Email,1,5,0,0,Medio,Arequipa,Millas,0
25,11708.4,1,Tecnico,Divorciado,Masivo,15869.87,9255.06,0.583,31,129.43,0.329,16.0,Call,44,SMS,0,3,0,1,Alto,Lima,Cashback,1
50,36042.18,9,Secundaria,Soltero,Masivo,27406.84,21833.9,0.797,34,176.33,0.742,3.0,Call,53,SMS,0,4,0,0,Bajo,Cusco,Millas,1
43,21608.54,5,Universitario,Casado,Premium,21040.26,5805.66,0.276,10,302.14,0.861,5.0,Web,293,Email,0,1,1,0,Medio,Lima,Cero Interés,0
72,36505.16,9,Secundaria,Soltero,Preferente,18832.56,10985.68,0.583,18,293.71,0.533,13.0,App,151,Email,0,4,0,0,Bajo,Arequipa,Cashback,0
62,17499.46,2,Postgrado,Casado,Masivo,22404.59,12884.31,0.575,44,327.89,0.827,16.0,Sucursal,284,App,0,1,0,0,Bajo,Trujillo,Cashback,0
71,23289.73,15,Secundaria,Casado,Preferente,18860.15,8256.95,0.438,62,208.56,0.883,7.0,Web,227,SMS,0,1,0,0,Bajo,Lima,Cashback,1
66,20954.61,13,Universitario,Casado,Masivo,18859.89,10564.94,0.56,30,262.84,0.33,11.0,Call,155,SMS,1,2,2,0,Bajo,Lima,Cero Interés,0
43,13199.63,7,Tecnico,Viudo,Masivo,18969.95,13852.91,0.73,41,462.58,0.296,17.0,Web,259,App,0,2,2,0,Bajo,Arequipa,Cero Interés,0
60,16779.75,16,Postgrado,Divorciado,Masivo,13818.78,3017.56,0.218,81,253.96,0.104,2.0,App,17,SMS,1,2,0,0,Bajo,Arequipa,Upgrade,0
22,9975.11,4,Universitario,Soltero,Masivo,22523.56,20916.58,0.929,43,26.84,0.129,,App,42,SMS,0,1,0,0,Bajo,Lima,Millas,0
51,23087.66,1,Secundaria,Divorciado,Masivo,19721.08,9309.51,0.472,4,308.16,0.546,6.0,App,79,Email,0,1,0,1,Medio,Lima,Cashback,1
23,26386.94,12,Secundaria,Casado,Masivo,1000.0,673.56,0.674,49,391.99,0.106,1.0,App,55,SMS,0,1,0,0,Bajo,Arequipa,Cashback,0
60,29586.71,4,Universitario,Casado,Premium,20955.77,18146.17,0.866,43,387.0,0.734,12.0,Call,93,SMS,0,3,3,1,Medio,Lima,Upgrade,0
73,25166.59,21,Secundaria,Soltero,Premium,9445.92,8706.19,0.922,31,210.68,0.466,13.0,Sucursal,233,Email,0,2,2,0,Alto,Trujillo,Cashback,0
57,16913.97,8,Secundaria,Soltero,Masivo,16700.44,9652.54,0.578,19,218.81,0.863,11.0,Call,162,Call,0,2,0,0,Alto,Lima,Cashback,0
66,39182.49,11,Postgrado,Casado,Preferente,3294.14,3009.36,0.914,54,340.78,0.666,10.0,Call,332,Email,0,2,0,0,Medio,Lima,Cashback,1
33,28173.98,8,Universitario,Soltero,Masivo,10916.91,6203.04,0.568,0,267.01,0.369,6.0,Web,286,Email,0,2,0,0,Bajo,Arequipa,Millas,0
74,36108.12,11,Secundaria,Soltero,Masivo,12449.57,3480.44,0.28,31,315.68,0.231,9.0,App,273,App,0,2,0,0,Bajo,Arequipa,Cashback,0
50,37258.8,3,Tecnico,Soltero,Masivo,18756.64,10248.84,0.546,33,181.14,0.375,10.0,App,308,App,0,0,0,1,Bajo,Trujillo,Cashback,1
57,16936.06,23,Secundaria,Casado,Masivo,10886.09,1702.14,0.156,26,293.77,0.45,19.0,Call,310,Call,1,2,0,0,Bajo,Lima,Cero Interés,0
62,21893.38,5,Universitario,Casado,Masivo,1000.0,703.25,0.703,37,185.43,0.771,0.0,App,2,Call,0,0,0,0,Bajo,Trujillo,Upgrade,0
55,26563.21,10,Secundaria,Soltero,Preferente,11567.78,3019.31,0.261,17,224.33,0.316,4.0,,78,Email,0,4,0,0,Alto,Lima,Upgrade,1
38,10152.03,21,Tecnico,Casado,Preferente,12336.06,5226.83,0.424,49,120.13,0.167,7.0,Call,33,Email,1,0,0,0,Medio,Arequipa,Cero Interés,1
54,10265.19,11,Secundaria,Soltero,Masivo,19431.5,7556.1,0.389,92,152.46,0.587,10.0,Call,328,Email,0,1,0,0,Medio,Lima,Millas,0
56,9417.68,17,Postgrado,Soltero,Masivo,16036.48,4208.1,0.262,23,77.86,0.39,15.0,Call,39,SMS,0,1,0,1,Bajo,Lima,Cashback,0
67,17084.89,2,Secundaria,Casado,Preferente,9633.39,6724.19,0.698,47,61.61,0.382,13.0,App,131,Email,0,4,1,0,Medio,Lima,Millas,0
46,15265.36,8,Universitario,Casado,Premium,16939.31,5709.87,0.337,42,137.14,0.35,6.0,Web,65,Email,0,2,0,0,Bajo,Trujillo,Cashback,0
48,8796.99,19,Tecnico,Soltero,Masivo,27835.68,24985.95,0.898,43,300.71,0.514,11.0,App,211,App,0,5,0,0,Bajo,Arequipa,Cashback,0
48,19432.05,7,Universitario,Casado,Masivo,23192.42,1298.46,0.056,31,278.38,0.459,7.0,Call,160,Email,0,2,1,0,Medio,Lima,Upgrade,0
27,17191.85,10,Secundaria,Soltero,Premium,1633.6,748.36,0.458,40,350.01,0.929,9.0,Web,321,App,0,4,1,0,Bajo,Piura,Cero Interés,0
25,32569.13,2,Universitario,Soltero,Masivo,32325.8,15124.35,0.468,43,194.81,0.276,13.0,Sucursal,236,App,0,1,0,0,Medio,Arequipa,Cashback,0
22,49339.96,13,Postgrado,Casado,Preferente,23286.64,13414.73,0.576,54,68.43,0.312,0.0,Call,71,SMS,0,3,0,0,Bajo,Lima,Cashback,0
56,22657.02,9,Secundaria,Soltero,Masivo,26097.74,4122.84,0.158,53,292.05,0.314,6.0,App,315,SMS,0,2,0,0,Bajo,Lima,Cero Interés,1
43,12729.59,21,Secundaria,Divorciado,Premium,4360.91,3596.59,0.825,63,247.46,0.929,3.0,App,352,Email,0,4,0,0,Medio,Lima,Cashback,1
